Transaction Name,Transaction Name URL,Organization Industries,Lead Investors,Investor Names,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Type,Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Name,Organization Name URL,Organization Location,Organization Description,Organization Website,Funding Stage,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Funding Status,Number of Investors
Pre Seed Round - Qdrant,https://www.crunchbase.com/funding_round/qdrant-pre-seed--3e6bd642,"Artificial Intelligence (AI), Big Data, Cloud Data Services, Open Source, Search Engine, Software",42CAP,"42CAP, IBB Ventures, Mücke Roth & Company",2000000,EUR,2288073,Pre-Seed,2022-01-12,5500000,EUR,6292201,Qdrant,https://www.crunchbase.com/organization/qdrant,"Berlin, Berlin, Germany, Europe",Qdrant is an open-source vector search engine and database for next-generation AI applications.,https://qdrant.tech,Seed,3,37788073,USD,37788073,Yes,Early Stage Venture,3
Seed Round - Cerve,https://www.crunchbase.com/funding_round/cerve-seed--b515974e,"B2B, Big Data, Food and Beverage, Hospitality, SaaS, Sales Automation, Software, Supply Chain Management, Wholesale, Wine And Spirits",Orkla Ventures,"MP Pensjon, nFront Ventures, Orkla Ventures",2000000,USD,2000000,Seed,2022-04-14,,,,Cerve,https://www.crunchbase.com/organization/cerve,"Gothenburg, Vastra Gotaland, Sweden, Europe",Integrating the food and beverage supply chain.,https://cerve.com,Seed,2,2800000,USD,2800000,Yes,Seed,3
Seed Round - DigiFarm,https://www.crunchbase.com/funding_round/digifarm-seed--cd6bcae4,"Agriculture, AgTech, Artificial Intelligence (AI), Farming, Software",,,1300000,EUR,1478614,Seed,2022-01-01,,,,DigiFarm,https://www.crunchbase.com/organization/digifarm,"Hamar, Hedmark, Norway, Europe",DigiFarm is an ag-tech startup that detects the world's most accurate field boundaries through using super-resolution satellite imagery.,https://digifarm.io,Seed,5,4834500,EUR,5363607,Yes,Seed,
Seed Round - Skira,https://www.crunchbase.com/funding_round/skira-seed--0935bc67,"AgTech, Farming",,Futurology Ventures,,,,Seed,2022-01-01,,,,Skira,https://www.crunchbase.com/organization/skira,"Stockholm, Stockholms Lan, Sweden, Europe",Platform - Enabling the future of sustainable grain supply,https://skira.com,Seed,4,2038998,USD,2038998,Yes,Seed,1
Pre Seed Round - Tyles,https://www.crunchbase.com/funding_round/tyles-pre-seed--0c2628a8,Software,Million Ventures,Million Ventures,,,,Pre-Seed,2022-01-01,,,,Tyles,https://www.crunchbase.com/organization/tyles,"Berlin, Berlin, Germany, Europe",Tyles is a software startup that helps users harness information more efficiently and effectively.,https://tyles.io,Seed,2,1400000,EUR,1376403,Yes,Seed,1
Pre Seed Round - Pillio,https://www.crunchbase.com/funding_round/pillio-pre-seed--e8ab23ce,"Electronic Health Record (EHR), Health Care, SaaS",Antler,Antler,100000,EUR,110740,Pre-Seed,2022-03-31,,,,Pillio,https://www.crunchbase.com/organization/pillio,"Berlin, Berlin, Germany, Europe",Pillio simplifies healthcare by connecting providers through one platform to facilitate a patient-centric health experience.,https://pillio.de,Seed,1,100000,EUR,110740,Yes,Seed,1
Seed Round - eeden,https://www.crunchbase.com/funding_round/eeden-f6a1-seed--089b1232,"Fashion, Manufacturing, Recycling, Textiles",TechVision Fund,"Born2Grow, HTGF | High-Tech Gruenderfonds, TechVision Fund",,,,Seed,2022-06-22,,,,eeden,https://www.crunchbase.com/organization/eeden-f6a1,"Münster, Nordrhein-Westfalen, Germany, Europe",Cutting-edge recycling technology for textiles.,https://eeden.world/,Seed,1,,,,Yes,Seed,3
Seed Round - Fyrfeed,https://www.crunchbase.com/funding_round/fyrfeed-seed--aa8aca89,"Artificial Intelligence (AI), Content Marketing, Machine Learning, Marketing, Marketing Automation, Software",,"Born2Grow, Gateway Ventures, IBB Ventures, ZAKA VC",2000000,EUR,2109800,Seed,2022-05-17,,,,Fyrfeed,https://www.crunchbase.com/organization/fyrfeed,"Berlin, Berlin, Germany, Europe","Fyrfeed is an AI-powered subscription service delivering high-quality, ready-to-publish content for b2b customers.",https://fyrfeed.com,Seed,4,2430000,EUR,2613634,Yes,Seed,4
Seed Round - Nygen Analytics,https://www.crunchbase.com/funding_round/nygen-analytics-seed--70abb855,"Analytics, Genetics, Medical",,Fåhraeus Startup and Growth,,,,Seed,2022-03-14,,,,Nygen Analytics,https://www.crunchbase.com/organization/nygen-analytics,"Lund, Skane Lan, Sweden, Europe",Nygen Analytics offers cloud-based solutions for sustainable and cost-effective analysis of single-cell genomic data.,https://nygen.io/,Seed,2,7500000,SEK,737279,Yes,Seed,1
Seed Round - Volubus,https://www.crunchbase.com/funding_round/volubus-seed--aa226c29,"Internet, Software, Transportation, Travel",,,800000,EUR,909916,Seed,2022-01-01,3200000,EUR,3639664,Volubus,https://www.crunchbase.com/organization/volubus,"Malmö, Skane Lan, Sweden, Europe",Technology for global bus transfers and charter,http://www.volubus.com,Seed,3,1050000,EUR,1210415,Yes,Seed,
Pre Seed Round - My Telescope,https://www.crunchbase.com/funding_round/graviz-telescope-pre-seed--49d0248c,"Analytics, Business Development, Machine Learning, Predictive Analytics, SaaS, Software",Vendep Capital,"Trind Ventures, Vendep Capital",2500000,EUR,2790365,Pre-Seed,2022-03-30,,,,My Telescope,https://www.crunchbase.com/organization/graviz-telescope,"Stockholm, Stockholms Lan, Sweden, Europe",We convert massive amount of data into insightful market facts. Introducing the Share of Search analytical platform My Telescope,https://www.mytelescope.io,Seed,2,2500000,EUR,2790365,Yes,Seed,2
Seed Round - Nuventura,https://www.crunchbase.com/funding_round/nuventura-seed--dc5d1a5a,Renewable Energy,ADB Ventures,"ADB Ventures, European Innovation Council",,,,Seed,2022-04-12,,,,Nuventura,https://www.crunchbase.com/organization/nuventura,"Berlin, Berlin, Germany, Europe","Nuventura developed GIS switchgear that replaces SF6 with air, while at the same time, building on all the advantages of SF6 switchgear.",http://www.nuventura.com,Seed,8,30051617,EUR,32604790,Yes,Early Stage Venture,2
Pre Seed Round - Baobab,https://www.crunchbase.com/funding_round/baobab-15b3-pre-seed--cfbcf475,"Cyber Security, Insurance",Project A Ventures,"Alexis Pantazis, Christopher Oster, Discovery Ventures, Dr. Marco Adelt, Emilios Markou, Hanno Fichtner, Jan Beckers, La Famiglia, Martin Kissinger, Philippe Teixeira da Mota, Project A Ventures",3500000,EUR,3964977,Pre-Seed,2022-01-18,,,,Baobab,https://www.crunchbase.com/organization/baobab-15b3,"Berlin, Berlin, Germany, Europe","Baobab is a cyber insurance company protecting organizations against cyber threats using technology, knowledge, and insurance.",https://www.baobab.io/,Seed,3,8500000,EUR,9389953,Yes,Seed,11
Seed Round - Cellcolabs,https://www.crunchbase.com/funding_round/cellcolabs-seed--4d1ddfd0,"Biopharma, Biotechnology, Health Care, Life Science, Medical",,Unruly Capital,,,,Seed,2022-02-07,,,,Cellcolabs,https://www.crunchbase.com/organization/cellcolabs,"Solna, Stockholms Lan, Sweden, Europe",Cellcolabs is a biotechnology company that production of mesenchymal stromal cells for research and clinical applications.,https://cellcolabs.com,Seed,2,90000000,SEK,8667846,Yes,,1
Pre Seed Round - Sentispec,https://www.crunchbase.com/funding_round/sentispec-pre-seed--32e5defa,"Artificial Intelligence (AI), Computer Vision, Logistics",,,1000000,EUR,1131667,Pre-Seed,2022-02-20,,,,Sentispec,https://www.crunchbase.com/organization/sentispec,"Vejle, Syddanmark, Denmark, Europe",Intelligent computer vision for business automation.,https://www.sentispec.com,Seed,3,5594445,USD,5594445,Yes,Seed,
Seed Round - Taika3D Oy,https://www.crunchbase.com/funding_round/taika3d-oy-seed--d5915e48,"3D Technology, Health Care, Industrial Automation, Medical Device, SaaS, Software",Nina Capital,Nina Capital,,,,Seed,2022-04-29,,,,Taika3D Oy,https://www.crunchbase.com/organization/taika3d-oy,"Espoo, Southern Finland, Finland, Europe",3D Machine Vision and Design Automation for the Orthotics and Prosthetics Industry #SaaS #3Dscan #3Dprint,https://www.taika3d.com,Seed,2,,,,Yes,Seed,1
Seed Round - CYCLE,https://www.crunchbase.com/funding_round/gethenry-seed--43503886,"Electric Vehicle, Transportation",LocalGlobe,"APX, Benjamin Bremmer, EnBW New Ventures, Founder Collective, Fredrik Hjelm, GreenPoint Partners, Jan Dzulko, LocalGlobe, Roger Hassan, SpeedUp Venture Capital Group, Third Sphere, Visionaries Club",10000000,EUR,10511942,Seed,2022-05-11,,,,CYCLE,https://www.crunchbase.com/organization/gethenry,"Berlin, Berlin, Germany, Europe",CYCLE provides serviced electric vehicles for last-mile delivery companies and couriers.,https://cycle.eco,Seed,8,29902187,USD,29902187,Yes,Early Stage Venture,12
Seed Round - Neoki,https://www.crunchbase.com/funding_round/neoki-seed--1cd78b0e,"Blockchain, Information Technology, Metaverse",,Hamid Azarak,800000,USD,800000,Seed,2022-07-07,,,,Neoki,https://www.crunchbase.com/organization/neoki,"Stockholm, Stockholms Lan, Sweden, Europe",Decentralized Matrix \ Design to earn,https://www.neoki.io,Seed,5,1700000,USD,1700000,Yes,Seed,1
Seed Round - Parametric Solutions,https://www.crunchbase.com/funding_round/parametric-solutions-seed--63ba9c79,"Architecture, Business Intelligence, Construction, Real Estate, SaaS",,,4000000,SEK,423727,Seed,2022-04-10,46000000,USD,46000000,Parametric Solutions,https://www.crunchbase.com/organization/parametric-solutions,"Gothenburg, Vastra Gotaland, Sweden, Europe",Generative design platform for architects and property developers.,https://www.parametric.se,Seed,1,4000000,SEK,423727,Yes,Seed,
Pre Seed Round - LanteRNA,https://www.crunchbase.com/funding_round/stealth-labels-biotech-ab-pre-seed--358796d5,"Biotechnology, Market Research, Pharmaceutical",Chalmers Ventures AB,Chalmers Ventures AB,300000,SEK,29313,Pre-Seed,2022-06-29,,,,LanteRNA,https://www.crunchbase.com/organization/stealth-labels-biotech-ab,"Gothenburg, Vastra Gotaland, Sweden, Europe",LanteRNA provides nucleic acid label development and drug delivery process services.,https://lanterna.tech,Seed,4,6000000,SEK,558300,Yes,Seed,1
Seed Round - Dework,https://www.crunchbase.com/funding_round/dework-seed--260ecea3,"Blockchain, Software, Web Design, Web3","Pace Capital, Paradigm","Balaji Srinivasan, Pace Capital, Paradigm, Sandeep Nailwal",5000000,USD,5000000,Seed,2022-06-01,,,,Dework,https://www.crunchbase.com/organization/dework,"Stockholm, Stockholms Lan, Sweden, Europe",Web3 Asana + Web3 LinkedIn,https://dework.xyz,Seed,2,5000000,USD,5000000,Yes,Seed,4
Pre Seed Round - FinanceKey,https://www.crunchbase.com/funding_round/financekey-pre-seed--5e3053f1,"Finance, Software, Web Apps",First Fellow Partners,First Fellow Partners,,,,Pre-Seed,2022-03-12,,,,FinanceKey,https://www.crunchbase.com/organization/financekey,"Helsinki, Southern Finland, Finland, Europe","FinanceKey is a software company providing modern, AI-powered tech for treasury automation and integrations",https://financekey.com/,Seed,1,,,,Yes,Seed,1
Seed Round - cap-on,https://www.crunchbase.com/funding_round/cap-on-seed--b81845a7,Financial Services,,"S.D.L. Süddeutsche Leasing AG, ThyssenKrupp",,,,Seed,2022-06-24,,,,cap-on,https://www.crunchbase.com/organization/cap-on,"Elchingen, Baden-Wurttemberg, Germany, Europe",cap-on develops digital pay-per-use and asset-as-a-service solutions for industrial customers.,https://cap-on.de,Seed,1,,,,Yes,Seed,2
Seed Round - SO’USE,https://www.crunchbase.com/funding_round/so-use-seed--2efb3cb7,"Advertising, E-Commerce, Software",,,240000,EUR,272731,Seed,2022-02-17,,,,SO’USE,https://www.crunchbase.com/organization/so-use,"Leipzig, Sachsen, Germany, Europe",SO'USE is empowering F&B brands to sustainably run automated and measurable POS advertising.,https://so-use.de,Seed,3,1040000,EUR,1222971,Yes,Seed,
Pre Seed Round - Estaid,https://www.crunchbase.com/funding_round/estaid-pre-seed--00b30860,"B2B, Commercial Real Estate",,"CVX Ventures, de Linde Capital",3000000,DKK,436876,Pre-Seed,2022-04-21,,,,Estaid,https://www.crunchbase.com/organization/estaid,"Copenhagen, Hovedstaden, Denmark, Europe",Estaid develops a real estate platform that provides property data instantaneously.,https://estaid.dk,Seed,4,8300000,DKK,1304748,Yes,Seed,2
Seed Round - Endo app,https://www.crunchbase.com/funding_round/endo-health-seed--1afe3a29,Health Care,,,900000,EUR,1001898,Seed,2022-03-01,,,,Endo app,https://www.crunchbase.com/organization/endo-health,"Chemnitz, Sachsen, Germany, Europe",Endo app is a medical app for all women with endometriosis.,https://endometriose.app,Seed,3,1250000,EUR,1427336,Yes,Seed,
Pre Seed Round - AISpotter,https://www.crunchbase.com/funding_round/aispotter-pre-seed--ddbb33c6,"Analytics, Artificial Intelligence (AI), Data Visualization, Film Production, Media and Entertainment, Predictive Analytics, Video Streaming",,GSD Venture Studios,,,,Pre-Seed,2022-02-14,,,,AISpotter,https://www.crunchbase.com/organization/aispotter,"Oulu, Oulu, Finland, Europe",Better video analysis - tell better stories. AISpotter automatically analysis any video with fast video analysis service based on AI.,http://www.aispotter.com,Seed,5,564446,USD,564446,Yes,Seed,1
Seed Round - Kubermatic,https://www.crunchbase.com/funding_round/kubermatic-seed--5b432d8f,"Enterprise, SaaS, Software",,b2venture,,,,Seed,2022-01-11,,,,Kubermatic,https://www.crunchbase.com/organization/kubermatic,"Hamburg, Hamburg, Germany, Europe","Kubermatic empowers organizations worldwide to automate their Kubernetes and cloud native operations across multi-cloud, edge and on-prem.",https://www.kubermatic.com,Seed,3,8300000,USD,8300000,Yes,Seed,1
Pre Seed Round - Formulator - Your Mental Health Story,https://www.crunchbase.com/funding_round/formulator-your-mental-health-story-pre-seed--a851398b,"Health Care, Mental Health, Psychology",,,,,,Pre-Seed,2022-06-30,,,,Formulator - Your Mental Health Story,https://www.crunchbase.com/organization/formulator-your-mental-health-story,"Espoo, Southern Finland, Finland, Europe",Formulator is a solution for healthcare providers that improves the productivity and availability of mental health care.,https://www.formulator.fi,Seed,2,900000,EUR,938619,Yes,Seed,
Seed Round - Project Eaden,https://www.crunchbase.com/funding_round/project-eaden-seed--1af49f3b,"Alternative Protein, Information Technology, Sustainability",Creandum,"Creandum, FoodLabs, Magnetic Capital, Mudcake, Shio Capital",8000000,EUR,8382757,Seed,2022-06-30,,,,Project Eaden,https://www.crunchbase.com/organization/project-eaden,"Berlin, Berlin, Germany, Europe",Project Eaden engages in the development and licensing of technologies for the production of sustainable food and meat alternatives.,https://www.projecteaden.com/,Seed,2,10100000,EUR,10643537,Yes,Seed,5
Seed Round - smedo,https://www.crunchbase.com/funding_round/smedo-seed--7f5286fd,"Health Care, Health Diagnostics, Home Health Care, Internet of Things, Medical Device",,"Apex, Brandenburg Kapital",1660000,EUR,1766737,Seed,2022-04-26,,,,smedo,https://www.crunchbase.com/organization/smedo,"Hennigsdorf, Brandenburg, Germany, Europe",world‘s most advanced contactless biometrics,http://www.smedo.de,Seed,1,1660000,EUR,1766737,Yes,Seed,2
Seed Round - AnotherblockAnotherblock AB,https://www.crunchbase.com/funding_round/anotherblock-seed--93e2c0df,"Blockchain, Intellectual Property, Music, Non-Fungible Token (NFT)",Inventure,"Fredrik Haga, Inventure, Markus Ament, StableNode",24000000,SEK,2442639,Seed,2022-06-08,,,,AnotherblockAnotherblock AB,https://www.crunchbase.com/organization/anotherblock,"Stockholm, Stockholms Lan, Sweden, Europe",Anotherblock provides a blockchain based platform to decentralize music rights connecting non-fungible tokens to royalty rights.,http://www.anotherblock.io/,Seed,3,7988821,USD,7988821,Yes,Seed,4
Seed Round - Emmora,https://www.crunchbase.com/funding_round/emmora-seed--6fe30a11,"Funerals, Information Services, Service Industry",,"APX, Dr. Mathias Krahl, Ewald Walgenbach, IFB Innovationsstarter, Kerstin Schiefelbein, Marc Sasserath, Thomas Dadashi",,,,Seed,2022-02-23,,,,Emmora,https://www.crunchbase.com/organization/emmora,"Hamburg, Hamburg, Germany, Europe",Emmora is a platform of funeral services.,https://emmora.de,Seed,1,,,,Yes,Seed,7
Seed Round - qbilon,https://www.crunchbase.com/funding_round/qbilon-gmbh-seed--ab6d4f25,"Information Technology, Software",,Bayern Kapital,,,,Seed,2022-06-14,,,,qbilon,https://www.crunchbase.com/organization/qbilon-gmbh,"Augsburg, Bayern, Germany, Europe",qbilon is a graph analytics and automation platform for hybrid IT landscapes.,https://www.qbilon.io,Seed,1,,,,Yes,M&A,1
Pre Seed Round - smartbax,https://www.crunchbase.com/funding_round/smartbax-pre-seed--84aa054a,"Biotechnology, Genetics",Boehringer Ingelheim Venture Fund,Boehringer Ingelheim Venture Fund,700000,EUR,796177,Pre-Seed,2022-01-01,,,,smartbax,https://www.crunchbase.com/organization/smartbax,"Munich, Bayern, Germany, Europe","smartbax develop novel multi-targeted, antibacterial compounds with extraordinary potency against multi-drug resistant bacteria.",https://www.smartbax.de,Seed,2,1900000,EUR,2088515,Yes,Seed,1
Seed Round - Serviceform,https://www.crunchbase.com/funding_round/serviceform-seed--47a158d3,"B2B, Lead Generation, Lead Management, SaaS, Software",BackingMinds,BackingMinds,2000000,EUR,2254664,Seed,2022-02-01,,,,Serviceform,https://www.crunchbase.com/organization/serviceform,"Helsinki, Southern Finland, Finland, Europe","Serviceform helps businesses solve their most common problems with lead generation, marketing, customer manager, and customer support.",https://serviceform.com/,Seed,5,2699808,USD,2699808,Yes,Seed,1
